user_id,variant,timestamp,converted,order_value,sessions,time_on_app_min
user_000074,control,46:51.7,0,0,4,13.845558922910609
user_000075,control,57:07.3,1,507.74547253937374,2,0.7626937150219706
user_000076,control,47:27.3,0,0,1,2.1543201712574134
user_000077,control,40:19.4,0,0,5,10.925523471501995
user_000078,control,00:52.7,0,0,2,2.3907676866385392
user_000079,control,29:10.9,0,0,3,0.9017405288131521
user_000080,control,18:02.1,0,0,2,9.350503785720624
user_000081,control,50:46.4,0,0,5,2.595053665219735
user_000082,control,29:58.6,0,0,5,3.5649432344652876
user_000083,control,14:04.0,0,0,1,12.245889392630243
user_000084,control,15:39.8,0,0,3,6.902927223766648
user_000085,control,40:01.9,0,0,3,2.486794806174549
user_000086,control,47:28.0,0,0,1,4.318887104223801
user_000087,control,04:26.6,0,0,3,4.776819168263945
user_000088,control,24:06.9,0,0,1,0.693725449
user_000089,control,17:29.4,1,210.73996760356036,4,1.000362281450927
user_000090,control,18:06.7,0,0,4,1.0606513081199667
user_000091,control,08:30.4,0,0,5,0.6053424826479045
user_000092,control,18:42.1,0,0,2,7.763676739
user_000093,control,24:23.8,0,0,0,1.7410343737298952
user_000094,control,10:52.3,0,0,6,2.883732012072237
user_000095,control,43:53.0,0,0,3,3.7407080605815484
user_000096,control,53:16.4,0,0,6,7.285795845023181
user_000097,control,42:24.3,0,0,7,3.517616937165957
user_000098,control,04:41.9,1,538.8547161528433,4,6.316444682037296
user_000099,control,11:43.0,0,0,4,7.224066150902198
user_000100,control,28:04.7,1,393.77922323955084,5,1.5848288824555001
user_000101,control,09:14.5,0,0,3,3.872788500374989
user_000102,control,58:13.9,0,0,4,6.740985961
user_000103,control,45:20.6,0,0,4,10.549411982640445
user_000104,control,00:00.5,0,0,3,3.7634656012909047
user_000105,control,24:50.9,0,0,2,0.14339014835027364
user_000106,control,10:35.9,0,0,2,5.449961842853717
user_000107,control,08:03.1,0,0,5,4.855812493843984
user_000108,control,25:25.0,0,0,1,4.476686848340432
user_000109,control,52:16.9,0,0,1,14.544089517547294
user_000110,control,08:28.4,0,0,4,4.348004778
user_000111,control,05:10.3,0,0,4,3.4949445359797227
user_000112,control,46:39.3,0,0,4,2.3311147650585498
user_000113,control,23:30.8,0,0,2,1.422105182685642
user_000114,control,02:42.5,0,0,5,0.8729641035868074
user_000115,control,22:39.2,0,0,3,1.4018990835588503
user_000116,control,58:39.1,0,0,5,16.07716488878177
user_000117,control,08:12.6,1,283.61026465836613,3,4.992005599047254
user_000118,control,33:54.4,1,400.79002124243016,5,1.1756464630642443
user_000119,control,11:05.9,0,0,2,4.712480638847047
user_000120,control,57:32.2,0,0,0,1.610246518291785
user_000121,control,05:11.5,0,0,4,30.794267989881416
user_000122,control,04:43.3,0,0,1,13.493573189991864
user_000123,control,32:16.3,0,0,2,1.962361331914909
user_000124,control,23:36.8,1,443.5052928,0,4.8070393631762025
user_000125,control,12:20.8,0,0,5,14.456392659593135
user_000126,control,09:01.4,0,0,6,7.695561237506968
user_000127,control,22:08.9,0,0,3,1.053094133
user_000128,control,18:23.7,0,0,5,7.6175411052024735
user_000129,control,11:36.8,0,0,2,1.8420794527727495
user_000130,control,20:02.5,0,0,3,0.911454365
user_000131,control,54:44.1,0,0,1,4.524957349367494
user_000132,control,08:57.6,0,0,3,1.181301577128846
user_000133,control,12:19.1,0,0,5,3.4256034705427787
user_000134,control,50:37.7,0,0,6,10.742559867289653
user_000135,control,22:36.6,0,0,3,4.581492017712504
user_000136,control,40:38.6,0,0,1,1.2563729126944367
user_000137,control,54:07.0,0,0,6,4.982209896394359
user_000138,control,01:33.5,0,0,2,11.886882304173588
user_000139,control,50:18.8,0,0,2,2.9010252259172487
user_000140,control,57:44.6,0,0,3,3.395514262
user_000141,control,35:23.0,0,0,3,1.2200341031561122
user_000142,control,04:41.0,0,0,1,0.9919897194306162
user_000143,control,00:25.8,0,0,2,1.351615190315084
user_000144,control,57:36.3,0,0,4,10.241693348142988
user_000145,control,14:44.1,0,0,1,27.941682337626823
user_000146,control,10:21.1,0,0,4,30.23993296196958
user_000147,control,19:33.0,0,0,3,0.36307081553043474
user_000148,control,34:01.3,0,0,1,1.6059516219544716
user_000149,control,51:29.2,0,0,3,0.4498319567061245
user_000150,control,22:11.1,0,0,7,0.6687460879651264
user_000151,control,21:20.9,0,0,1,2.390590243130388
user_000152,control,13:04.6,0,0,3,9.491580742307805
user_000153,control,55:19.8,0,0,3,16.760631252340666
user_000154,control,48:42.8,1,335.51529726128337,4,1.8983006738330275
user_000155,control,39:37.7,0,0,1,2.4659355421750817
user_000156,control,45:39.8,0,0,2,1.1297772852336498
user_000157,control,09:36.6,0,0,3,10.01773701478366
user_000158,control,25:39.2,0,0,3,19.549926358290676
user_000159,control,16:25.0,0,0,3,1.2343126458622617
user_000160,control,36:32.1,1,377.57798391300435,0,15.386458568036346
user_000161,control,50:09.3,0,0,6,3.808396914891232
user_000162,control,20:32.9,0,0,1,1.2624703133851645
user_000163,control,49:44.0,0,0,6,7.012454629211221
user_000164,control,48:55.5,0,0,3,6.022309267460372
user_000165,control,06:44.9,0,0,5,1.8840969269401084
user_000166,control,28:48.4,0,0,2,2.3572400500572344
user_000167,control,17:22.6,0,0,3,0.5074746472253219
user_000168,control,29:35.7,0,0,6,6.8438805148203645
user_000169,control,10:35.9,0,0,2,1.6513153035330603
user_000170,control,06:49.0,0,0,3,0.27987332717633806
user_000171,control,37:55.0,0,0,2,1.8551760491703786
user_000172,control,38:47.2,0,0,6,0.03507508
user_000173,control,57:05.4,0,0,1,1.4657256638704041
user_000174,control,48:59.1,0,0,5,2.1738382800473572
user_000175,control,24:04.1,0,0,5,1.8717619782591486
user_000176,control,33:01.3,0,0,2,2.288283717456136
user_000177,control,29:18.8,0,0,1,12.497781245527866
user_000178,control,34:19.3,0,0,5,3.167461937764112
user_000179,control,10:55.3,0,0,4,5.446251811880089
user_000180,control,34:29.8,0,0,3,15.537231869324241
user_000181,control,12:00.8,0,0,1,4.863077721380037
user_000182,control,50:09.8,0,0,3,13.242698263607487
user_000183,control,54:09.7,0,0,1,2.7104466754035346
user_000184,control,36:43.4,0,0,4,4.521781183571854
user_000185,control,53:13.7,0,0,0,5.070876117672225
user_000186,control,00:23.8,0,0,1,2.9399141251418333
user_000187,control,16:10.9,0,0,2,0.6126941812028442
user_000188,control,31:28.7,0,0,5,4.308252651741054
user_000189,control,47:09.6,0,0,2,6.490041381
user_000190,control,17:29.9,0,0,4,16.03446274376051
user_000191,control,34:55.5,1,365.89775088921647,2,6.3384276964537225
user_000192,control,33:56.9,0,0,2,5.944300687594353
user_000193,control,54:57.3,0,0,5,5.108449767608255
user_000194,control,07:24.0,1,383.3025143268886,1,5.208222915853583
user_000195,control,46:21.7,0,0,5,2.339545178643917
user_000196,control,11:56.0,1,473.64706602780717,6,5.8524908408200185
user_000197,control,27:45.6,1,427.50362617041935,6,1.9979365227795558
user_000198,control,53:33.2,0,0,2,1.595539935249354
user_000199,control,37:01.9,0,0,4,2.786714460369098
user_000200,control,58:24.4,1,344.9733314576747,6,0.8724050492237219
user_000201,control,09:21.4,1,512.4191118156699,4,3.767385591666754
user_000202,control,00:59.8,0,0,5,0.4347279417717457
user_000203,control,53:01.7,1,480.9660301895353,4,7.140037248145062
user_000204,control,45:10.2,0,0,1,4.507298524987399
user_000205,control,02:52.4,0,0,2,2.582385152664555
user_000206,control,47:50.2,0,0,6,5.675628035866533
user_000207,control,56:12.3,1,446.91080442741355,4,1.2822742388410497
user_000208,control,38:31.3,0,0,1,0.059371766
user_000209,control,47:46.8,0,0,2,0.4625450633214465
user_000210,control,38:22.3,0,0,1,0.7721713184509481
user_000211,control,45:09.0,0,0,3,1.6071486279295757
user_000212,control,40:45.9,0,0,5,1.305694225
user_000213,control,18:16.3,0,0,3,1.4845478900227347
user_000214,control,59:13.2,0,0,2,2.667364305328663
user_000215,control,02:56.7,0,0,3,3.5377133041444737
user_000216,control,21:34.7,0,0,2,7.302668724638006
user_000217,control,28:03.4,1,377.6865898183645,4,5.4233910019219245
user_000218,control,35:56.3,0,0,2,3.278002477942956
user_000219,control,34:33.9,0,0,2,1.5717349832085499
user_000220,control,52:28.4,0,0,3,5.695687857444909
user_000221,control,57:10.2,1,364.49694028302326,0,1.2065998793985664
user_000222,control,36:59.3,0,0,5,6.263034980754936
user_000223,control,07:16.5,0,0,4,12.046901438473522
user_000224,control,36:58.0,0,0,2,5.805924074002475
user_000225,control,55:10.1,0,0,2,0.8610326464669524
user_000226,control,19:27.4,1,259.1017836800427,3,5.101230624575546
user_000227,control,46:56.6,1,312.22807850450965,4,6.446366912112081
user_000228,control,02:07.4,0,0,5,2.495864849291955
user_000229,control,32:23.4,0,0,2,0.42884783869842896
user_000230,control,07:57.6,0,0,3,12.28660496
user_000231,control,55:27.4,0,0,4,2.3753127499720814
user_000232,control,59:26.4,0,0,3,3.230695041787457
user_000233,control,55:47.9,0,0,1,2.791707285848259
user_000234,control,03:07.2,0,0,2,14.248784204764394
user_000235,control,51:32.5,0,0,5,4.326540070664541
user_000236,control,56:40.3,0,0,4,11.985766461811217
user_000237,control,50:49.0,0,0,2,4.2491386438998475
user_000238,control,55:24.7,0,0,3,0.3217751161962165
user_000239,control,57:37.5,0,0,4,10.492409411317695
user_000240,control,21:17.4,0,0,1,5.4015104048998674
user_000241,control,05:43.4,0,0,1,5.239080096171035
user_000242,control,02:13.6,0,0,3,3.084215290024666
user_000243,control,52:41.6,1,269.84057154537294,6,3.2617041236792965
user_000244,control,49:18.3,0,0,1,1.7790930243464893
user_000245,control,13:52.9,1,256.89045229700497,2,6.454422700013957
user_000246,control,40:42.8,0,0,5,5.201369970182435
user_000247,control,23:44.2,0,0,2,0.21622672549322322
user_000248,control,11:04.2,0,0,3,0.37381908217048254
user_000249,control,04:06.3,0,0,1,1.3751489191708055
user_000250,control,56:16.5,0,0,4,2.8413308313616703
user_000251,control,47:57.6,0,0,7,5.731781053913714
user_000252,control,43:38.3,0,0,4,0.62084284
user_000253,control,38:06.7,0,0,1,5.629386131000608
user_000254,control,01:15.2,0,0,4,10.649179466207448
user_000255,control,04:26.4,0,0,5,9.879041336
user_000256,control,11:07.1,0,0,5,4.559726546726001
user_000257,control,33:32.2,0,0,1,0.6668763062293236
user_000258,control,22:15.5,0,0,2,2.0714050428872737
user_000259,control,11:29.1,1,109.97928251485914,1,0.12482836322421421
user_000260,control,06:45.3,0,0,3,2.1706454017731094
user_000261,control,09:52.7,1,387.4614277483336,2,0.3880221107124713
user_000262,control,58:14.1,0,0,1,3.457840685236932
user_000263,control,01:23.7,0,0,6,5.568710943959639
user_000264,control,59:05.0,0,0,4,17.13416229161046
user_000265,control,40:41.6,0,0,4,3.4765423060475613
user_000266,control,27:40.4,0,0,3,3.8103184094841964
user_000267,control,10:15.2,0,0,1,17.80477269713299
user_000268,control,41:24.8,1,335.9244982419561,2,1.3570305733602648
user_000269,control,51:33.1,0,0,1,5.874419733125084
user_000270,control,55:38.4,0,0,2,1.1038837378756825
user_000271,control,47:57.2,0,0,6,3.333025512514795
user_000272,control,53:26.6,0,0,4,11.661688641841337
user_000273,control,16:54.6,0,0,4,1.9078525562619555
user_000274,control,18:05.8,0,0,2,0.076756245
user_000275,control,42:49.0,0,0,1,12.991483636530685
user_000276,control,16:52.8,0,0,4,22.11724754607186
user_000277,control,29:12.8,0,0,2,3.0291924014370593
user_000278,control,14:54.4,0,0,2,3.649540311619797
user_000279,control,10:04.8,0,0,2,1.6177373347833879
user_000280,control,13:25.3,0,0,1,9.592179887
user_000281,control,53:55.3,0,0,5,5.487294866513473
user_000282,control,05:32.6,0,0,3,0.43724047654961934
user_000283,control,12:11.4,0,0,1,2.4904183825452457
user_000284,control,58:44.9,0,0,0,0.039642046600094315
user_000285,control,51:25.4,0,0,1,7.463441763255459
user_000286,control,15:19.8,0,0,3,13.346315275984988
user_000287,control,41:18.2,0,0,2,0.6531011094402064
user_000288,control,46:32.6,0,0,4,4.195030423227942
user_000289,control,12:52.3,0,0,3,17.596903392000844
user_000290,control,06:56.7,0,0,2,3.1253979696052787
user_000291,control,33:12.0,0,0,3,1.550216076106207
user_000292,control,20:28.2,0,0,2,7.061399931
user_000293,control,21:31.3,0,0,10,9.160480293819914
user_000294,control,19:52.0,0,0,5,4.412329331900057
user_000295,control,53:05.0,0,0,2,3.289993421
user_000296,control,43:40.5,0,0,3,0.020310213
user_000297,control,57:13.2,0,0,6,3.9958467801124264
user_000298,control,15:15.0,0,0,0,16.99034974130232
user_000299,control,10:35.2,0,0,1,5.610186336495794
user_000300,control,34:31.5,0,0,1,5.836065793578008
user_000301,control,39:43.7,0,0,3,1.7826639969952571
user_000302,control,05:50.2,1,156.9050201735989,1,20.06418503289064
user_000303,control,50:07.4,0,0,5,2.710839000620169
user_000304,control,44:23.8,0,0,3,8.322437741655834
user_000305,control,21:25.3,1,162.77885841752718,2,4.698122157302879
user_000306,control,49:15.7,0,0,0,8.126910349950624
user_000307,control,29:45.3,0,0,5,2.345279168
user_000308,control,12:10.3,0,0,2,11.226681072635369
user_000309,control,00:12.1,1,114.35160686565118,2,7.473607681703793
user_000310,control,05:11.6,0,0,1,15.10106283493095
user_000311,control,00:10.0,0,0,4,9.075645193966478
user_000312,control,29:30.2,0,0,6,5.271794772434106
user_000313,control,37:22.3,0,0,4,4.214509739586452
user_000314,control,10:52.5,0,0,3,1.2745509165161282
user_000315,control,34:47.1,0,0,2,4.030921159078956
user_000316,control,20:47.0,0,0,5,14.695158881900793
user_000317,control,41:23.6,0,0,4,7.877474076900441
user_000318,control,58:07.3,0,0,1,1.411780079017556
user_000319,control,12:18.0,0,0,4,2.2035107764433275
user_000320,control,39:25.2,0,0,0,13.565174662509392
user_000321,control,56:07.7,0,0,4,0.7005925194333774
user_000322,control,00:22.5,0,0,7,2.2000644900382587
user_000323,control,44:00.4,0,0,4,7.845343956
user_000324,control,59:51.2,1,423.9113731948291,7,2.4850373190327453
user_000325,control,48:55.7,0,0,4,9.946289722400373
user_000326,control,58:03.5,0,0,2,2.0267928073674986
user_000327,control,35:03.1,0,0,3,2.280144729597701
user_000328,control,30:29.6,0,0,4,0.5134623599788064
user_000329,control,56:43.4,1,428.0614441607929,3,2.0831235293671484
user_000330,control,13:18.1,0,0,4,7.816525582211652
user_000331,control,54:45.2,0,0,0,6.698859089862496
user_000332,control,43:42.7,0,0,2,2.5774829558469365
user_000333,control,56:55.9,0,0,4,1.6484640739348202
user_000334,control,37:22.3,0,0,1,34.978383244593594
user_000335,control,46:31.5,0,0,3,0.5654326497266302
user_000336,control,50:53.3,0,0,4,10.578956748373137
user_000337,control,29:23.9,1,338.8744855698542,1,4.686883805217517
user_000338,control,59:46.5,0,0,5,5.2638042796714135
user_000339,control,28:02.7,0,0,2,6.814038245173237
user_000340,control,42:03.7,0,0,5,6.0902471633066835
user_000341,control,01:58.4,0,0,2,1.6972922544141023
user_000342,control,40:52.7,1,328.5590353381085,0,6.113300109709473
user_000343,control,54:00.9,0,0,3,4.905341882947197
user_000344,control,41:52.2,0,0,5,2.9445324235757213
user_000345,control,35:10.1,0,0,2,0.079259556
user_000346,control,55:25.9,1,250.09476991474764,0,5.984668342341207
user_000347,control,18:51.3,0,0,4,12.876241303494771
user_000348,control,51:39.7,0,0,1,2.8236364117409645
user_000349,control,16:25.7,0,0,5,0.5828305704356406
user_000350,control,03:37.4,0,0,5,0.5099582536785917
user_000351,control,35:03.7,0,0,2,0.3049412712899059
user_000352,control,55:02.5,0,0,2,0.12709175426327068
user_000353,control,53:18.7,0,0,2,4.329125155193049
user_000354,control,14:43.1,0,0,2,14.955472389744255
user_000355,control,46:51.4,1,130.74210241497386,3,2.024468529711128
user_000356,control,00:35.2,0,0,5,3.042875738246191
user_000357,control,46:56.0,0,0,4,10.534485564999212
user_000358,control,43:33.7,0,0,5,0.9361310439878101
user_000359,control,51:23.9,0,0,3,0.14136244201403025
user_000360,control,11:40.9,0,0,2,3.4858290641463685
user_000361,control,01:37.5,0,0,4,2.0017941252690217
user_000362,control,43:43.5,0,0,0,28.982606342993606
user_000363,control,55:03.0,0,0,4,12.834111792786338
user_000364,control,51:49.9,1,552.4334796957803,0,3.0259376881220974
user_000365,control,47:15.9,0,0,4,3.8263081810885535
user_000366,control,52:35.0,0,0,2,9.646190865652503
user_000367,control,45:58.4,1,248.9613001740794,3,0.6480499977382501
user_000368,control,20:25.8,0,0,1,0.43184564191210556
user_000369,control,39:20.9,0,0,3,3.9171520896112053
user_000370,control,05:23.5,0,0,3,2.537966818524591
user_000371,control,58:42.1,1,240.06363325368244,0,3.2679814729278505
user_000372,control,02:36.3,0,0,4,0.3866998687475109
user_000373,control,59:20.6,0,0,7,10.89804467009312
user_000374,control,10:35.8,0,0,3,5.500381411817185
user_000375,control,17:34.0,0,0,5,3.182761826205438
user_000376,control,43:53.9,0,0,5,3.367081512114087
user_000377,control,20:14.5,0,0,6,8.363305188329669
user_000378,control,43:45.8,0,0,1,0.4551319491118249
user_000379,control,32:25.7,1,215.70006946528702,1,1.6105735677206858
user_000380,control,57:32.4,0,0,3,1.6630795914971286
user_000381,control,09:53.7,0,0,3,2.1523211154396185
user_000382,control,03:20.3,0,0,3,4.850974202401491
user_000383,control,19:58.7,0,0,0,3.200186774461364
user_000384,control,14:20.5,0,0,4,2.0695738104558012
user_000385,control,54:08.7,1,571.6578337524433,4,5.513015984639052
user_000386,control,59:58.7,0,0,3,1.3500160309492262
user_000387,control,07:26.4,0,0,2,2.8758629467168575
user_000388,control,39:59.8,0,0,3,5.734902570633916
user_000389,control,13:54.4,0,0,0,0.5299651019368432
user_000390,control,25:43.6,0,0,4,5.589981625143901
user_000391,control,47:27.2,0,0,5,0.2860370892364791
user_000392,control,37:00.7,0,0,1,5.6175766079419365
user_000393,control,49:04.7,0,0,3,6.773708540008684
user_000394,control,07:09.4,0,0,3,3.020673445311851
user_000395,control,03:12.2,0,0,5,9.066925002061257
user_000396,control,29:24.1,0,0,3,7.291523832289897
user_000397,control,15:13.5,0,0,2,10.933476552714076
user_000398,control,06:43.5,1,317.7767674678633,2,1.2732581393301525
user_000399,control,17:48.7,0,0,4,1.1979315967215909
user_000400,control,15:13.8,0,0,2,2.4714357037280306
user_000401,control,42:42.4,1,543.8845849631216,4,0.40880978858157124
user_000402,control,37:42.9,0,0,3,0.16576635197366382
user_000403,control,37:42.9,0,0,2,0.4150948004775659
user_000404,control,58:47.3,0,0,3,14.262035811870021
user_000405,control,10:05.9,0,0,4,1.126716100651682
user_000406,control,24:51.8,0,0,2,1.0632610080712974
user_000407,control,46:32.7,0,0,3,3.7390093956086567
user_000408,control,29:10.5,0,0,1,6.870637932619509
user_000409,control,54:26.6,0,0,1,3.533095102005518
user_000410,control,18:03.2,0,0,5,2.526582205762535
user_000411,control,45:59.4,0,0,2,0.9796204316715038
user_000412,control,03:56.5,0,0,3,6.428987524664636
user_000413,control,41:50.7,0,0,4,3.534386885459187
user_000414,control,58:44.7,0,0,4,3.649329888860533
user_000415,control,54:48.7,0,0,3,5.895550708894902
user_000416,control,55:00.5,0,0,3,11.035363990600583
user_000417,control,09:20.7,0,0,4,5.414303752877742
user_000418,control,53:09.2,0,0,5,7.438526865403783
user_000419,control,21:16.1,1,356.03972600614526,4,2.862403459387787
user_000420,control,27:17.7,0,0,3,1.424324066902971
user_000421,control,55:44.0,0,0,3,2.7278220003536067
user_000422,control,10:38.4,0,0,1,0.17541124504036443
user_000423,control,07:10.6,0,0,6,3.740085316556281
user_000424,control,58:35.0,0,0,1,0.027087885305458255
user_000425,control,06:12.5,0,0,2,2.6076003733204067
user_000426,control,49:47.7,0,0,5,0.7306882975566247
user_000427,control,11:12.3,0,0,4,3.8242368980335923
user_000428,control,13:55.4,0,0,4,0.25025066522568296
user_000429,control,42:24.6,0,0,3,2.191574265854515
user_000430,control,06:09.5,0,0,3,5.533601670140845
user_000431,control,27:14.0,0,0,3,4.336838348043235
user_000432,control,56:16.5,0,0,0,2.906776550909533
user_000433,control,17:28.6,0,0,3,0.085463938
user_000434,control,45:40.8,0,0,4,3.909029400623188
user_000435,control,46:11.6,1,416.3042754402973,2,11.288347946221633
user_000436,control,39:14.5,0,0,0,10.297992960619514
user_000437,control,28:15.0,0,0,3,2.8174232708602482
user_000438,control,41:18.9,1,330.7917952,2,2.406742641036512
user_000439,control,50:15.3,0,0,6,3.1635781882492826
user_000440,control,13:44.1,0,0,3,2.720898638885351
user_000441,control,20:14.4,0,0,4,7.783573815274152
user_000442,control,16:59.5,0,0,2,2.3162659484773656
user_000443,control,31:27.4,0,0,7,9.993603025790293
user_000444,control,21:20.1,0,0,4,0.000745486
user_000445,control,55:14.9,0,0,4,4.230909403376644
user_000446,control,13:48.4,0,0,0,4.495517766147041
user_000447,control,14:32.9,0,0,2,5.689438048962118
user_000448,control,20:21.1,1,420.76769212230465,3,10.67442179192746
user_000449,control,08:22.0,0,0,0,1.7701982462434054
user_000450,control,07:03.3,0,0,3,6.423498516032571
user_000451,control,22:50.6,0,0,1,9.901389792683837
user_000452,control,07:26.5,0,0,4,0.3537138115467239
user_000453,control,02:28.6,0,0,1,6.981665584
user_000454,control,40:27.6,0,0,4,1.7476702544215363
user_000455,control,08:49.6,0,0,7,2.305553074786176
user_000456,control,00:36.4,0,0,2,6.607137781639819
user_000457,control,51:04.7,0,0,1,1.2737789203323673
user_000458,control,32:26.0,0,0,5,0.9924368508014456
user_000459,control,48:15.6,0,0,2,15.750436116354845
user_000460,control,15:15.3,0,0,2,1.9587097099540076
user_000461,control,07:22.5,1,321.8080016435672,5,2.0561420951460883
user_000462,control,35:04.4,0,0,3,2.838429141313706
user_000463,control,19:57.0,0,0,6,8.025755499085662
user_000464,control,44:41.2,0,0,4,5.341369375720461
user_000465,control,05:20.6,0,0,2,0.155121806
user_000466,control,43:29.5,0,0,6,7.661277919510535
user_000467,control,17:20.6,0,0,3,10.551830058469289
user_000468,control,03:24.0,0,0,3,6.299176895923093
user_000469,control,33:03.4,0,0,3,0.20291314277019334
user_000470,control,28:38.6,0,0,2,4.703562629632611
user_000471,control,20:01.6,0,0,6,9.852206334466553
user_000472,control,25:05.0,0,0,3,0.4464403762979862
user_000473,control,00:54.2,0,0,2,2.322820379351961
user_000474,control,56:28.9,0,0,6,3.6527124996190286
user_000475,control,45:39.0,0,0,6,1.1537877809667787
user_000476,control,22:48.1,0,0,7,12.866965612321799
user_000477,control,37:06.3,0,0,3,7.669483000239263
user_000478,control,13:34.0,1,300.7269253012404,3,0.8995787497422403
user_000479,control,32:55.5,0,0,5,1.9296716362221482
user_000480,control,55:45.2,0,0,0,6.579310794782579
user_000481,control,19:13.4,0,0,4,0.1375098386923775
user_000482,control,07:06.8,0,0,3,0.36754961651070556
user_000483,control,49:43.9,0,0,1,6.970003476330419
user_000484,control,36:45.7,0,0,1,4.892941682898316
user_000485,control,17:36.9,0,0,5,4.630591353726513
user_000486,control,26:19.3,0,0,4,11.160701160347342
user_000487,control,57:01.6,0,0,4,9.617890524
user_000488,control,30:21.3,0,0,5,1.7951654886812607
user_000489,control,40:33.5,0,0,2,12.393268335544914
user_000490,control,24:08.1,0,0,3,11.081238485029537
user_000491,control,15:06.0,0,0,3,1.0018664461104065
user_000492,control,20:54.3,0,0,5,13.13868255628066
user_000493,control,49:51.0,0,0,3,6.091448740159974
user_000494,control,38:43.8,0,0,5,4.241760322016404
user_000495,control,04:01.8,0,0,3,10.235395877864777
user_000496,control,04:01.7,0,0,1,0.5002975876534863
user_000497,control,40:34.5,0,0,4,16.401337389748434
